943 | -152.60829608649738
486 | 456.9266048516017
-512 | -900.6783164646239
-119 | -337.7952850353589
-299 | 26.61182969736865
-163 | -554.8876508445276
970 | 381.90853987191736
994 | -346.7452261241424
370 | 657.9311483367712
-736 | 516.812552781978
-935 | 261.57426513592645
549 | -365.6569564123879
76 | -823.6823919088351
885 | 158.9786274057335
211 | -912.7162217944517
250 | -275.8188801526387
-855 | -172.37729995523864
-934 | 880.4462299721642
-94 | -457.00572421349705
213 | -999.6097954039737
