404 | -149.76875619553925
261 | -963.5260419595155
444 | -750.0388314433242
-376 | -545.1947861794135
584 | -414.26435647121605
-630 | 527.0331248990037
-704 | 696.2133463939333
680 | 773.082002784932
-762 | 424.87373415278375
-555 | 849.3313107468418
-262 | 215.5876643312572
-477 | -822.7510474961579
293 | -2.0119823571853885
642 | -550.9334703810393
34 | -347.01217217461954
827 | 205.11337529759703
-46 | -381.5721479205305
614 | -196.7725566774709
-97 | -387.9209376181418
480 | 748.0195668699619
